origin_code,origin_airport,origin_city,origin_state,dest_code,dest_airport,dest_city,dest_state,count
MDW,Chicago Midway International Airport,Chicago,IL,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2259
COS,City of Colorado Springs Municipal Airport,Colorado Springs,CO,DEN,Denver International Airport,Denver,CO,2088
TPA,Tampa International Airport,Tampa,FL,DTW,Detroit Metropolitan Airport,Detroit,MI,2134
BIS,Bismarck Municipal Airport,Bismarck,ND,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,333
GNV,Gainesville Regional Airport,Gainesville,FL,MIA,Miami International Airport,Miami,FL,594
LAS,McCarran International Airport,Las Vegas,NV,LAX,Los Angeles International Airport,Los Angeles,CA,9715
OKC,Will Rogers World Airport,Oklahoma City,OK,DTW,Detroit Metropolitan Airport,Detroit,MI,328
DEN,Denver International Airport,Denver,CO,DCA,Ronald Reagan Washington National Airport,Arlington,VA,1319
OKC,Will Rogers World Airport,Oklahoma City,OK,IAH,George Bush Intercontinental Airport,Houston,TX,1055
SFO,San Francisco International Airport,San Francisco,CA,PDX,Portland International Airport,Portland,OR,4197
IAH,George Bush Intercontinental Airport,Houston,TX,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,1512
ORD,Chicago O'Hare International Airport,Chicago,IL,MKG,Muskegon County Airport,Muskegon,MI,667
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,CAE,Columbia Metropolitan Airport,Columbia,SC,2685
PDX,Portland International Airport,Portland,OR,OGG,Kahului Airport,Kahului,HI,580
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,CLE,Cleveland Hopkins International Airport,Cleveland,OH,726
MIA,Miami International Airport,Miami,FL,IAD,Washington Dulles International Airport,Chantilly,VA,809
FCA,Glacier Park International Airport,Kalispell,MT,SLC,Salt Lake City International Airport,Salt Lake City,UT,886
MOB,Mobile Regional Airport,Mobile,AL,ORD,Chicago O'Hare International Airport,Chicago,IL,288
SJU,Luis Muñoz Marín International Airport,San Juan,PR,PHL,Philadelphia International Airport,Philadelphia,PA,1026
ORD,Chicago O'Hare International Airport,Chicago,IL,SUX,Sioux Gateway Airport,Sioux City,IA,620
STL,St. Louis International Airport at Lambert Field,St Louis,MO,PHL,Philadelphia International Airport,Philadelphia,PA,626
SMF,Sacramento International Airport,Sacramento,CA,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,282
FNT,Bishop International Airport,Flint,MI,RSW,Southwest Florida International Airport,Ft. Myers,FL,48
DTW,Detroit Metropolitan Airport,Detroit,MI,TYS,McGhee Tyson Airport,Knoxville,TN,66
BNA,Nashville International Airport,Nashville,TN,MOB,Mobile Regional Airport,Mobile,AL,1
MCI,Kansas City International Airport,Kansas City,MO,AUS,Austin-Bergstrom International Airport,Austin,TX,1
SDF,Louisville International Airport (Standiford Field),Louisville,KY,DCA,Ronald Reagan Washington National Airport,Arlington,VA,2
DAL,Dallas Love Field,Dallas,TX,OMA,Eppley Airfield,Omaha,NE,114
MCO,Orlando International Airport,Orlando,FL,MIA,Miami International Airport,Miami,FL,3034
MLI,Quad City International Airport,Moline,IL,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,940
RSW,Southwest Florida International Airport,Ft. Myers,FL,DTW,Detroit Metropolitan Airport,Detroit,MI,1614
CMI,University of Illinois - Willard Airport,Champaign/Urbana,IL,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,332
BUR,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,SEA,Seattle-Tacoma International Airport,Seattle,WA,1011
CMH,Port Columbus International Airport,Columbus,OH,TPA,Tampa International Airport,Tampa,FL,678
SFO,San Francisco International Airport,San Francisco,CA,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,4314
SEA,Seattle-Tacoma International Airport,Seattle,WA,TPA,Tampa International Airport,Tampa,FL,334
PDX,Portland International Airport,Portland,OR,CLT,Charlotte Douglas International Airport,Charlotte,NC,256
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,LEX,Blue Grass Airport,Lexington,KY,2280
DEN,Denver International Airport,Denver,CO,BNA,Nashville International Airport,Nashville,TN,2074
IAH,George Bush Intercontinental Airport,Houston,TX,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,2758
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,BNA,Nashville International Airport,Nashville,TN,1076
MDW,Chicago Midway International Airport,Chicago,IL,PHL,Philadelphia International Airport,Philadelphia,PA,1892
SLC,Salt Lake City International Airport,Salt Lake City,UT,JAC,Jackson Hole Airport,Jackson,WY,948
FNT,Bishop International Airport,Flint,MI,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,954
DTW,Detroit Metropolitan Airport,Detroit,MI,BDL,Bradley International Airport,Windsor Locks,CT,1357
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,COU,Columbia Regional Airport,Columbia,MO,660
MKE,General Mitchell International Airport,Milwaukee,WI,SEA,Seattle-Tacoma International Airport,Seattle,WA,541
MCO,Orlando International Airport,Orlando,FL,SDF,Louisville International Airport (Standiford Field),Louisville,KY,367
DAL,Dallas Love Field,Dallas,TX,OAK,Oakland International Airport,Oakland,CA,593
DTW,Detroit Metropolitan Airport,Detroit,MI,BGR,Bangor International Airport,Bangor,ME,312
MDW,Chicago Midway International Airport,Chicago,IL,PBI,Palm Beach International Airport,West Palm Beach,FL,7
IAD,Washington Dulles International Airport,Chantilly,VA,AUS,Austin-Bergstrom International Airport,Austin,TX,154
BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,DAL,Dallas Love Field,Dallas,TX,114
PBG,Plattsburgh International Airport,Plattsburgh,NY,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,230
ORD,Chicago O'Hare International Airport,Chicago,IL,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,4419
RDD,Redding Municipal Airport,Redding,CA,SFO,San Francisco International Airport,San Francisco,CA,727
JLN,Joplin Regional Airport,Joplin,MO,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,666
LAS,McCarran International Airport,Las Vegas,NV,SFO,San Francisco International Airport,San Francisco,CA,7870
COS,City of Colorado Springs Municipal Airport,Colorado Springs,CO,IAH,George Bush Intercontinental Airport,Houston,TX,894
CAK,Akron-Canton Regional Airport,Akron,OH,MCO,Orlando International Airport,Orlando,FL,547
IAH,George Bush Intercontinental Airport,Houston,TX,AUS,Austin-Bergstrom International Airport,Austin,TX,2035
ORD,Chicago O'Hare International Airport,Chicago,IL,TVC,Cherry Capital Airport,Traverse City,MI,1784
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,LAX,Los Angeles International Airport,Los Angeles,CA,5669
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,MFE,McAllen-Miller International Airport (McAllen Miller International),McAllen,TX,1450
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,TXK,Texarkana Regional Airport (Webb Field),Texarkana,AR,976
IAH,George Bush Intercontinental Airport,Houston,TX,TPA,Tampa International Airport,Tampa,FL,1767
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,MYR,Myrtle Beach International Airport,Myrtle Beach,SC,1421
GSP,Greenville-Spartanburg International Airport,Greer,SC,EWR,Newark Liberty International Airport,Newark,NJ,694
DEN,Denver International Airport,Denver,CO,BFL,Meadows Field,Bakersfield,CA,608
RSW,Southwest Florida International Airport,Ft. Myers,FL,BDL,Bradley International Airport,Windsor Locks,CT,400
MDW,Chicago Midway International Airport,Chicago,IL,SMF,Sacramento International Airport,Sacramento,CA,417
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,ORF,Norfolk International Airport,Norfolk,VA,631
CLE,Cleveland Hopkins International Airport,Cleveland,OH,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,304
ISN,Sloulin Field International Airport,Williston,ND,IAH,George Bush Intercontinental Airport,Houston,TX,321
OGG,Kahului Airport,Kahului,HI,BLI,Bellingham International Airport,Bellingham,WA,89
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,SBP,San Luis Obispo County Regional Airport (McChesney Field),San Luis Obispo,CA,717
STX,Henry E. Rohlsen Airport,Christiansted,VI,SJU,Luis Muñoz Marín International Airport,San Juan,PR,334
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,SJC,Norman Y. Mineta San José International Airport,San Jose,CA,276
LBE,Arnold Palmer Regional Airport,Latrobe,PA,TPA,Tampa International Airport,Tampa,FL,88
EWR,Newark Liberty International Airport,Newark,NJ,BZN,Bozeman Yellowstone International Airport (Gallatin Field Airport),Bozeman,MT,50
SJU,Luis Muñoz Marín International Airport,San Juan,PR,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,46
AUS,Austin-Bergstrom International Airport,Austin,TX,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,124
PDX,Portland International Airport,Portland,OR,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,1290
HNL,Honolulu International Airport,Honolulu,HI,OGG,Kahului Airport,Kahului,HI,8282
IDA,Idaho Falls Regional Airport,Idaho Falls,ID,DEN,Denver International Airport,Denver,CO,905
HOU,William P. Hobby Airport,Houston,TX,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,4071
SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,SEA,Seattle-Tacoma International Airport,Seattle,WA,3192
PHL,Philadelphia International Airport,Philadelphia,PA,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,1907
LWS,Lewiston-Nez Perce County Airport,Lewiston,ID,SLC,Salt Lake City International Airport,Salt Lake City,UT,588
SFO,San Francisco International Airport,San Francisco,CA,HNL,Honolulu International Airport,Honolulu,HI,2067
IAD,Washington Dulles International Airport,Chantilly,VA,TPA,Tampa International Airport,Tampa,FL,989
DEN,Denver International Airport,Denver,CO,MTJ,Montrose Regional Airport,Montrose,CO,459
EVV,Evansville Regional Airport,Evansville,IN,DTW,Detroit Metropolitan Airport,Detroit,MI,779
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,CLE,Cleveland Hopkins International Airport,Cleveland,OH,1568
ORD,Chicago O'Hare International Airport,Chicago,IL,DBQ,Dubuque Regional Airport,Dubuque,IA,928
LAS,McCarran International Airport,Las Vegas,NV,SMF,Sacramento International Airport,Sacramento,CA,2489
BDL,Bradley International Airport,Windsor Locks,CT,TPA,Tampa International Airport,Tampa,FL,960
SRQ,Sarasota-Bradenton International Airport,Sarasota,FL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,1930
SLC,Salt Lake City International Airport,Salt Lake City,UT,MSO,Missoula International Airport,Missoula,MT,1004
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,SBN,South Bend International Airport (South Bend Regional),South Bend,IN,553
HNL,Honolulu International Airport,Honolulu,HI,IAD,Washington Dulles International Airport,Chantilly,VA,167
RSW,Southwest Florida International Airport,Ft. Myers,FL,IAD,Washington Dulles International Airport,Chantilly,VA,88
IAD,Washington Dulles International Airport,Chantilly,VA,GSP,Greenville-Spartanburg International Airport,Greer,SC,8
MEM,Memphis International Airport,Memphis,TN,DTW,Detroit Metropolitan Airport,Detroit,MI,401
IAD,Washington Dulles International Airport,Chantilly,VA,ALB,Albany International Airport,Albany,NY,1
HOU,William P. Hobby Airport,Houston,TX,SJU,Luis Muñoz Marín International Airport,San Juan,PR,38
IAH,George Bush Intercontinental Airport,Houston,TX,STT,Cyril E. King Airport,Charlotte Amalie,VI,22
LAS,McCarran International Airport,Las Vegas,NV,IAH,George Bush Intercontinental Airport,Houston,TX,2788
ROC,Greater Rochester International Airport,Rochester,NY,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,973
MEM,Memphis International Airport,Memphis,TN,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,865
BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,JAX,Jacksonville International Airport,Jacksonville,FL,690
ORD,Chicago O'Hare International Airport,Chicago,IL,SFO,San Francisco International Airport,San Francisco,CA,7378
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,2327
LAS,McCarran International Airport,Las Vegas,NV,BUR,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,3080
SCE,University Park Airport,State College,PA,ORD,Chicago O'Hare International Airport,Chicago,IL,660
GEG,Spokane International Airport,Spokane,WA,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,922
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,COS,City of Colorado Springs Municipal Airport,Colorado Springs,CO,1081
IAH,George Bush Intercontinental Airport,Houston,TX,COS,City of Colorado Springs Municipal Airport,Colorado Springs,CO,914
ORD,Chicago O'Hare International Airport,Chicago,IL,PSP,Palm Springs International Airport,Palm Springs,CA,346
OAK,Oakland International Airport,Oakland,CA,MDW,Chicago Midway International Airport,Chicago,IL,998
SEA,Seattle-Tacoma International Airport,Seattle,WA,OMA,Eppley Airfield,Omaha,NE,335
JAC,Jackson Hole Airport,Jackson,WY,LAX,Los Angeles International Airport,Los Angeles,CA,256
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,CRW,Yeager Airport,Charleston,WV,146
PHL,Philadelphia International Airport,Philadelphia,PA,PIT,Pittsburgh International Airport,Pittsburgh,PA,883
SJC,Norman Y. Mineta San José International Airport,San Jose,CA,BUR,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,2133
LAX,Los Angeles International Airport,Los Angeles,CA,ITO,Hilo International Airport,Hilo,HI,261
SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,4
YAK,Yakutat Airport,Yakutat,AK,JNU,Juneau International Airport,Juneau,AK,331
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,MHT,Manchester-Boston Regional Airport,Manchester,NH,140
MSN,Dane County Regional Airport,Madison,WI,CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,36
PSP,Palm Springs International Airport,Palm Springs,CA,DEN,Denver International Airport,Denver,CO,985
CHS,Charleston International Airport/Charleston AFB,Charleston,SC,IAH,George Bush Intercontinental Airport,Houston,TX,584
CLE,Cleveland Hopkins International Airport,Cleveland,OH,CLT,Charlotte Douglas International Airport,Charlotte,NC,1157
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,SFO,San Francisco International Airport,San Francisco,CA,4555
LAX,Los Angeles International Airport,Los Angeles,CA,IAD,Washington Dulles International Airport,Chantilly,VA,3525
EWR,Newark Liberty International Airport,Newark,NJ,RSW,Southwest Florida International Airport,Ft. Myers,FL,1380
DTW,Detroit Metropolitan Airport,Detroit,MI,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,304
PIT,Pittsburgh International Airport,Pittsburgh,PA,DEN,Denver International Airport,Denver,CO,1009
SGF,Springfield-Branson National Airport,Springfield,MO,DEN,Denver International Airport,Denver,CO,572
TTN,Trenton Mercer Airport,Trenton,NJ,RSW,Southwest Florida International Airport,Ft. Myers,FL,166
CAK,Akron-Canton Regional Airport,Akron,OH,DEN,Denver International Airport,Denver,CO,273
SRQ,Sarasota-Bradenton International Airport,Sarasota,FL,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,334
LAX,Los Angeles International Airport,Los Angeles,CA,CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,533
IAH,George Bush Intercontinental Airport,Houston,TX,LEX,Blue Grass Airport,Lexington,KY,311
EWR,Newark Liberty International Airport,Newark,NJ,GSP,Greenville-Spartanburg International Airport,Greer,SC,687
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,BIL,Billings Logan International Airport,Billings,MT,644
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,AVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,PA,329
MYR,Myrtle Beach International Airport,Myrtle Beach,SC,LBE,Arnold Palmer Regional Airport,Latrobe,PA,197
EWR,Newark Liberty International Airport,Newark,NJ,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,1
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,4521
HNL,Honolulu International Airport,Honolulu,HI,LAX,Los Angeles International Airport,Los Angeles,CA,5244
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAX,Los Angeles International Airport,Los Angeles,CA,7380
EWR,Newark Liberty International Airport,Newark,NJ,RDU,Raleigh-Durham International Airport,Raleigh,NC,913
